formula,activity,syngony,length,length_unit,width,width_unit,depth,depth_unit,surface,km_value,km_unit,vmax_value,vmax_unit,target_source,reaction_type,c_min,c_min_unit,c_max,c_max_unit,c_const,c_const_unit,ccat_value,ccat_unit,ph,temperature,doi,pdf,access,title,journal,year,visual
NiO,peroxidase,cubic,65,nm,32,nm,32,nm,,0.208,M,0.0000000132,M s-1,si,H2O2 + TMB,10,mM,250,mM,0.05,mM,0.04,mg mL−1,3.8,40,10.1016/j.bios.2014.08.062,J.BIOS.2014.08.062,0,"NiO nanoparticles modified with 5,10,15,20-tetrakis(4-carboxyl pheyl)-porphyrin: Promising peroxidase mimetics for H2O2 and glucose detection",Biosensors and Bioelectronics,2015,0
Au,peroxidase,,2,nm,2,nm,2,nm,apoferritin,0.097,mM,7.46,10-8 Ms-1,si,TMB + H2O2,0,mM,0.8,mM,100,mM,0.58,mg mL−1,3,45,10.1016/j.bios.2014.08.078,J.BIOS.2014.08.078,0,Peroxidase-like activity of apoferritin paired gold clusters for glucose detection,Biosensors and Bioelectronics,2015,1
Au,peroxidase,,2,nm,2,nm,2,nm,apoferritin,199.4,mM,9.34,10-8 Ms-1,si,H2O2 + TMB,0,mM,600,mM,0.3,mM,0.58,mg mL−1,3,45,10.1016/j.bios.2014.08.078,J.BIOS.2014.08.078,0,Peroxidase-like activity of apoferritin paired gold clusters for glucose detection,Biosensors and Bioelectronics,2015,1
Pt,peroxidase,,2,nm,2,nm,2,nm,BSA,0.119,mM,,,text,TMB + H2O2,0,mM,0.4,mM,125,mM,,,4,25,10.1016/j.bios.2014.11.032,J.BIOS.2014.11.032,0,BSA-stabilized Pt nanozyme for peroxidase mimetics and its application on colorimetric detection of mercury(II) ions,Biosensors and Bioelectronics,2015,1
Pt,peroxidase,,2,nm,2,nm,2,nm,BSA,41.8,mM,,,text,H2O2 + TMB,0,mM,250,mM,0.125,mM,,,4,25,10.1016/j.bios.2014.11.032,J.BIOS.2014.11.032,0,BSA-stabilized Pt nanozyme for peroxidase mimetics and its application on colorimetric detection of mercury(II) ions,Biosensors and Bioelectronics,2015,1
Pt,oxidase,,6,nm,6,nm,6,nm,citric acid,0.09,mM,7,μm s−1,text,TMB,0.01,mM,0.1,mM,,,7.00E-01,mg mL−1,4,25,10.1016/j.bios.2016.10.082,J.BIOS.2016.10.082,0,Colorimetric assay of heparin in plasma based on the inhibition of oxidase-like activity of citrate-capped platinum nanoparticles,Biosensors and Bioelectronics,2017,0
MnO2,oxidase,,100,nm,100,nm,100,nm,,0.095,mM,2.6,10-7 M s-1,si,TMB,0,mM,5,mM,,,,,4,25,10.1016/j.bios.2018.08.004,J.BIOS.2018.08.004,0,On the origin of the synergy between the Pt nanoparticles and MnO2 nanosheets in Wonton-like 3D nanozyme oxidase mimics,Biosensors and Bioelectronics,2018,1
Pt,oxidase,,45,nm,45,nm,45,nm,,0.62,mM,1.10E-01,10-7 M s-1,si,TMB,0,mM,5,mM,,,,,4,25,10.1016/j.bios.2018.08.004,J.BIOS.2018.08.004,0,On the origin of the synergy between the Pt nanoparticles and MnO2 nanosheets in Wonton-like 3D nanozyme oxidase mimics,Biosensors and Bioelectronics,2018,1
Pt@MnO2,oxidase,,250,nm,250,nm,250,nm,,0.015,mM,1.56,10-7 M s-1,si,TMB,0,mM,5,mM,,,0.049,mg mL−1,4,25,10.1016/j.bios.2018.08.004,J.BIOS.2018.08.004,0,On the origin of the synergy between the Pt nanoparticles and MnO2 nanosheets in Wonton-like 3D nanozyme oxidase mimics,Biosensors and Bioelectronics,2018,1
CuS,peroxidase,hexagonal,50,nm,50,nm,50,nm,polyvinyl pyrrolidone,1.62,mM,,,text,TMB + H2O2,0.2,mM,2.2,mM,30,mM,1,mg mL−1,4,,10.1016/j.bios.2019.111450,J.BIOS.2019.111450,0,Hollow copper sulfide nanocubes as multifunctional nanozymes for colorimetric detection of dopamine and electrochemical detection of glucose,Biosensors and Bioelectronics,2019,1
CuS,peroxidase,hexagonal,50,nm,50,nm,50,nm,polyvinyl pyrrolidone,0.94,mM,,,text,H2O2 + TMB,0.2,mM,2.2,mM,0.5,mM,1,mg mL−1,4,,10.1016/j.bios.2019.111450,J.BIOS.2019.111450,0,Hollow copper sulfide nanocubes as multifunctional nanozymes for colorimetric detection of dopamine and electrochemical detection of glucose,Biosensors and Bioelectronics,2019,1
PtNi,peroxidase,cubic,,,1.2,nm,1.2,nm,,0.31,mM,28.12,10-8 M s-1,si,TMB + H2O2,0,mM,0.5,mM,,,5,μg mL−1,4,,10.1016/j.bios.2019.111756,J.BIOS.2019.111756,0,Ultrathin PtNi nanozyme based self-powered photoelectrochemical aptasensor for ultrasensitive chloramphenicol detection,Biosensors and Bioelectronics,2019,1
PtNi,peroxidase,cubic,,,1.2,nm,1.2,nm,,1.2,mM,196.08,10-8 M s-1,si,H2O2 + TMB,0,mM,25,mM,,,5,μg mL−1,4,,10.1016/j.bios.2019.111756,J.BIOS.2019.111756,0,Ultrathin PtNi nanozyme based self-powered photoelectrochemical aptasensor for ultrasensitive chloramphenicol detection,Biosensors and Bioelectronics,2019,1
FeS2,peroxidase,,200,nm,200,nm,200,nm,,0.17,mM,3.93,10-8 M s-1,si,TMB + H2O2,0,mM,0.5,mM,0.2,,0.3,mg L-1,4,45,10.1016/j.bios.2019.111983,J.BIOS.2019.111983,0,High peroxidase-like activity realized by facile synthesis of FeS2 nanoparticles for sensitive colorimetric detection of H2O2 and glutathione,Biosensors and Bioelectronics,2020,1
FeS2,peroxidase,,200,nm,200,nm,200,nm,,0.3,mM,5.62,10-8 M s-1,si,H2O2 + TMB,0,mM,0.8,mM,0.2,mM,0.3,mg L-1,4,45,10.1016/j.bios.2019.111983,J.BIOS.2019.111983,0,High peroxidase-like activity realized by facile synthesis of FeS2 nanoparticles for sensitive colorimetric detection of H2O2 and glutathione,Biosensors and Bioelectronics,2020,1
Co3O4,peroxidase,,360,nm,360,nm,360,nm,,0.283,mM,0.1052,μM s–1,si,TMB + H2O2,0,mM,2,mM,10,mM,30,μg mL−1,4.5,30,10.1016/j.bios.2020.112342,J.BIOS.2020.112342,0,"Facile synthesis of magnetic hierarchical flower-like Co3O4 spheres: Mechanism, excellent tetra-enzyme mimics and their colorimetric biosensing applications",Biosensors and Bioelectronics,2020,1
Co3O4,peroxidase,,360,nm,360,nm,360,nm,,5.93,mM,0.0985,μM s–1,si,H2O2 + TMB,,,,,0.5,mM,30,μg mL−1,4.5,30,10.1016/j.bios.2020.112342,J.BIOS.2020.112342,0,"Facile synthesis of magnetic hierarchical flower-like Co3O4 spheres: Mechanism, excellent tetra-enzyme mimics and their colorimetric biosensing applications",Biosensors and Bioelectronics,2020,0
Co3O4,oxidase,,360,nm,360,nm,360,nm,,0.0469,mM,0.0459,μM s–1,si,TMB,0,mM,2,mM,,,10,μg mL−1,4.5,25,10.1016/j.bios.2020.112342,J.BIOS.2020.112342,0,"Facile synthesis of magnetic hierarchical flower-like Co3O4 spheres: Mechanism, excellent tetra-enzyme mimics and their colorimetric biosensing applications",Biosensors and Bioelectronics,2020,1
Pd-Fe3O4,peroxidase,,3.2,nm,3.2,nm,3.2,nm,,0.016,mM,0.0000002008,M S -1,si,TMB + H2O2,0,mM,0.2,mM,,,,,4,30,10.1016/j.bios.2021.113724,J.BIOS.2021.113724,0,Pdâ€“Fe3O4 Janus nanozyme with rational design for ultrasensitive colorimetric detection of biothiols,Biosensors and Bioelectronics,2022,1
Pd-Fe3O4,peroxidase,,3.2,nm,3.2,nm,3.2,nm,,112.35,mM,0.0000003871,M S -1,si,H2O2 + TMB,0,mM,160,mM,,,,,4,30,10.1016/j.bios.2021.113724,J.BIOS.2021.113724,0,Pdâ€“Fe3O4 Janus nanozyme with rational design for ultrasensitive colorimetric detection of biothiols,Biosensors and Bioelectronics,2022,1
Pd-Fe3O4,peroxidase,,4.7,nm,4.7,nm,4.7,nm,,0.017,mM,0.0000002515,M S -1,si,TMB + H2O2,0,mM,0.2,mM,,,,,4,30,10.1016/j.bios.2021.113724,J.BIOS.2021.113724,0,Pdâ€“Fe3O4 Janus nanozyme with rational design for ultrasensitive colorimetric detection of biothiols,Biosensors and Bioelectronics,2022,1
Pd-Fe3O4,peroxidase,,4.7,nm,4.7,nm,4.7,nm,,126.73,mM,0.0000006667,M S -1,si,H2O2 + TMB,0,mM,160,mM,,,,,4,30,10.1016/j.bios.2021.113724,J.BIOS.2021.113724,0,Pdâ€“Fe3O4 Janus nanozyme with rational design for ultrasensitive colorimetric detection of biothiols,Biosensors and Bioelectronics,2022,1
Pd-Fe3O4,peroxidase,,8,nm,8,nm,8,nm,,0.031,mM,0.0000006821,M S -1,si,TMB + H2O2,0,mM,0.2,mM,,,,,4,30,10.1016/j.bios.2021.113724,J.BIOS.2021.113724,0,Pdâ€“Fe3O4 Janus nanozyme with rational design for ultrasensitive colorimetric detection of biothiols,Biosensors and Bioelectronics,2022,1
Pd-Fe3O4,peroxidase,,8,nm,8,nm,8,nm,,177.24,mM,0.0000007463,M S -1,si,H2O2 + TMB,0,mM,160,mM,,,,,4,30,10.1016/j.bios.2021.113724,J.BIOS.2021.113724,0,Pdâ€“Fe3O4 Janus nanozyme with rational design for ultrasensitive colorimetric detection of biothiols,Biosensors and Bioelectronics,2022,1
Pt,oxidase,cubic,3.3,nm,3.3,nm,3.3,nm,carboxylated chitosan,0.201,mM,0.777,μM s–1,figure,ascorbic acid,0.08,mM,0.16,mM,,,24.475,μg/mL,5,,10.1016/j.carbpol.2022.120120,J.CARBPOL.2022.120120,0,Carboxylated chitosan enabled platinum nanozyme with improved stability and ascorbate oxidase-like activity for a fluorometric acid phosphatase sensor,Carbohydrate Polymers,2022,1
Pt,oxidase,,,,,,,,chitosan,0.385,mM,0.528,μM s–1,figure,ascorbic acid,0,mM,0.25,mM,,,,,5,,10.1016/j.carbpol.2022.120120,J.CARBPOL.2022.120120,0,Carboxylated chitosan enabled platinum nanozyme with improved stability and ascorbate oxidase-like activity for a fluorometric acid phosphatase sensor,Carbohydrate Polymers,2022,1
Pd/C3N4,oxidase,,,,,,,,,0.086,mmol/L,0.0000000152,mol L-1 s-1,figure,OPD,0,mM,1.2,mM,,,,,7.4,,10.1016/j.cclet.2021.08.017,J.CCLET.2021.08.017,0,Enhanced oxidase-like activity of g-C3N4 nanosheets supported Pd nanosheets for ratiometric fluorescence detection of acetylcholinesterase activity and its inhibitor,Chinese Chemical Letters,2022,1
Pd,oxidase,cubic,8.44,nm,8.44,nm,1,nm,,0.121,mmol/L,0.0000000105,mol L-1 s-1,figure,OPD,0,mM,1.2,mM,,,,,7.4,,10.1016/j.cclet.2021.08.017,J.CCLET.2021.08.017,0,Enhanced oxidase-like activity of g-C3N4 nanosheets supported Pd nanosheets for ratiometric fluorescence detection of acetylcholinesterase activity and its inhibitor,Chinese Chemical Letters,2022,1
MnFe2O4,peroxidase,cubic,6,nm,6,nm,6,nm,,0.605,mM,0.538,10−7 M s−1,text,TMB + H2O2,0,mM,0.8,mM,0.3,M,20,μg,3.5,,10.1016/j.colsurfa.2011.08.008,J.COLSURFA.2011.08.008,0,Conjugation of manganese ferrite nanoparticles to an anti Sticholysin monoclonal antibody and conjugate applications,Colloids and Surfaces A: Physicochemical and Engineering Aspects,2011,1
MnFe2O4,peroxidase,cubic,6,nm,6,nm,6,nm,,0.528,mM,0.215,10−7 M s−1,text,H2O2 + TMB,0,mM,16,mM,800,μM,20,μg,3.5,,10.1016/j.colsurfa.2011.08.008,J.COLSURFA.2011.08.008,0,Conjugation of manganese ferrite nanoparticles to an anti Sticholysin monoclonal antibody and conjugate applications,Colloids and Surfaces A: Physicochemical and Engineering Aspects,2011,1
Mn3O4,oxidase,tetragonal,700−800,nm,700−800,nm,700−800,nm,,0.0000398,M,0.00027,M min−1,text,TMB + GSH,0,mM,0.25,mM,0.000015,M,1.67,mg/L,3.6,25,10.1016/j.colsurfa.2020.125397,J.COLSURFA.2020.125397,0,Urchin-like trimanganese tetraoxide particles with oxidase-like activity for glutathione detection,Colloids and Surfaces A: Physicochemical and Engineering Aspects,2020,0
Mn3O4,oxidase,tetragonal,700−800,nm,700−800,nm,700−800,nm,,0.0000158,M,0.000025,M min−1,text,GSH +TMB,0,mM,0.065,mM,120,μM,1.67,mg/L,3.6,25,10.1016/j.colsurfa.2020.125397,J.COLSURFA.2020.125397,0,Urchin-like trimanganese tetraoxide particles with oxidase-like activity for glutathione detection,Colloids and Surfaces A: Physicochemical and Engineering Aspects,2020,0
YVO4,peroxidase,tetragonal,15000,nm,15000,nm,15000,nm,,0.1062,mM,0.000000361,M/s,si,TMB + H2O2,0.1,mM,0.8,mM,2,mM,80,μg mL−1,4,25,10.1016/j.colsurfa.2021.126427,J.COLSURFA.2021.126427,0,Colorimetric determination of hydrogen peroxide based on the robust peroxidase-like activities of flower-like YVO4 microstructures,Colloids and Surfaces A: Physicochemical and Engineering Aspects,2021,1
YVO4,peroxidase,tetragonal,15000,nm,15000,nm,15000,nm,,3.82,mM,0.000000597,M/s,si,H2O2 + TMB,1,mM,8,mM,0.2,mM,80,μg mL−1,4,25,10.1016/j.colsurfa.2021.126427,J.COLSURFA.2021.126427,0,Colorimetric determination of hydrogen peroxide based on the robust peroxidase-like activities of flower-like YVO4 microstructures,Colloids and Surfaces A: Physicochemical and Engineering Aspects,2021,1
MnFe2O4,oxidase,cubic,3.19,nm,3.19,nm,3.19,nm,,13.59,μM,49.32,μM min-1,text,MBTH,,,,,,,0.004,mg mL-1,3.9,30,10.1016/j.colsurfa.2021.126585,J.COLSURFA.2021.126585,0,Highly sensitive oxidation of MBTH/DMAB by MnFe2O4 nanoparticles as a promising method for nanozyme-based sensor development,Colloids and Surfaces A: Physicochemical and Engineering Aspects,2021,0
Pt,oxidase,,1.7,nm,1.7,nm,1.7,nm,polyvinylpyrrolidone (PVP),0.38,mM,,,text,OPD,0.1,mM,5,mM,,,10,μg/mL,4,75,10.1016/j.colsurfa.2021.126985,J.COLSURFA.2021.126985,0,Polyvinylpyrrolidone-stabilized Pt nanoclusters as robust oxidase mimics for selective detection of ascorbic acid,Colloids and Surfaces A: Physicochemical and Engineering Aspects,2021,0
CuMnO2,oxidase,,,,,,,,,0.0499,mM,75.04,10-8 MS-1,text,TMB,0,mM,0.8,mM,,,65,μg/mL,4,30,10.1016/j.colsurfa.2022.129887,J.COLSURFA.2022.129887,0,Oxidase mimicking of CuMnO2 nanoflowers and the application in colorimetric detection of ascorbic acid,Colloids and Surfaces A: Physicochemical and Engineering Aspects,2022,0
Fe3O4,peroxidase,cubic,13,nm,13,nm,13,nm,,0.374,mM,0.000000026,M s−1,text,TMB + H2O2,0.1,mM,2,mM,250,mM,30,μg mL−1,7.4,30,10.1016/j.colsurfb.2017.02.004,J.COLSURFB.2017.02.004,0,ATP-mediated intrinsic peroxidase-like activity of Fe 3 O 4 -based nanozyme: One step detection of blood glucose at physiological pH,Colloids and Surfaces B: Biointerfaces,2017,0
Fe3O4,peroxidase,cubic,13,nm,13,nm,13,nm,,54.6,mM,1.80E-08,M s−1,text,H2O2 + TMB,5,mM,600,mM,1,mM,30,μg mL−1,7.4,30,10.1016/j.colsurfb.2017.02.004,J.COLSURFB.2017.02.004,0,ATP-mediated intrinsic peroxidase-like activity of Fe 3 O 4 -based nanozyme: One step detection of blood glucose at physiological pH,Colloids and Surfaces B: Biointerfaces,2017,0
CuCo2O4,oxidase,,1000-3000,nm,200–500,nm,200–500,nm,,0.031,mM,0.217,μM/s,si,TMB,0.05,mM,0.18,mM,,,0.1,mg/mL,4,25,10.1016/j.colsurfb.2019.110764,J.COLSURFB.2019.110764,0,Controlled formation of porous CuCo2O4 nanorods with enhanced oxidase and catalase catalytic activities using bimetal-organic frameworks as templates,Colloids and Surfaces B: Biointerfaces,2020,0
PtRu,peroxidase,,3.54,nm,3.54,nm,3.54,nm,polyvinylpyrrolidone (PVP),0.76,mM,750,10−8 M s−1,text,TMB + H2O2,0,mM,0.6,mM,80,mM,20,μg mL−1,5,25,10.1016/j.colsurfb.2021.111783,J.COLSURFB.2021.111783,0,PVP-stabilized PtRu nanozymes with peroxidase-like activity and its application for colorimetric and fluorometric glucose detection,Colloids and Surfaces B: Biointerfaces,2021,1
PtRu,peroxidase,,3.54,nm,3.54,nm,3.54,nm,polyvinylpyrrolidone (PVP),36,mM,374,10−8 M s−1,text,H2O2 + TMB,0,mM,80,mM,0.6,mM,2.00E+01,μg mL−1,5,25,10.1016/j.colsurfb.2021.111783,J.COLSURFB.2021.111783,0,PVP-stabilized PtRu nanozymes with peroxidase-like activity and its application for colorimetric and fluorometric glucose detection,Colloids and Surfaces B: Biointerfaces,2021,1
Fe3O4@Cu@Cu2O,peroxidase,cubic,50,nm,50,nm,50,nm,,0.85,mM,0.000000131,M s-1,text,OPDA + H2O2,0.2,mM,1.5,mM,2,mM,5.00E-02,mg mL-1,8,25,10.1016/j.jallcom.2016.04.269,J.JALLCOM.2016.04.269,0,One-step solvothermal synthesis of Fe3O4@Cu@Cu2O nanocomposite as magnetically recyclable mimetic peroxidase,Journal of Alloys and Compounds,2016,0
Fe3O4@Cu@Cu2O,peroxidase,cubic,50,nm,50,nm,50,nm,,2.3,mM,0.000000119,M s-1,text,H2O2 + OPDA,0.2,mM,6,mM,1,mM,5.00E-02,mg mL-1,8,25,10.1016/j.jallcom.2016.04.269,J.JALLCOM.2016.04.269,0,One-step solvothermal synthesis of Fe3O4@Cu@Cu2O nanocomposite as magnetically recyclable mimetic peroxidase,Journal of Alloys and Compounds,2016,0
Fe3O4@Cu@Cu2O,peroxidase,cubic,50,nm,50,nm,50,nm,,0.155,mM,1.71,10–8 M s-1,si,TMB + H2O2,0.025,mM,0.3,mM,20,mM,5.00E-02,mg mL-1,4,25,10.1016/j.jallcom.2016.04.269,J.JALLCOM.2016.04.269,0,One-step solvothermal synthesis of Fe3O4@Cu@Cu2O nanocomposite as magnetically recyclable mimetic peroxidase,Journal of Alloys and Compounds,2016,0
Fe3O4@Cu@Cu2O,peroxidase,cubic,50,nm,50,nm,50,nm,,116.3,mM,9.23,10–8 M s-1,si,H2O2 + TMB,2,mM,100,mM,0.2,mM,0.05,mg mL-1,4,25,10.1016/j.jallcom.2016.04.269,J.JALLCOM.2016.04.269,0,One-step solvothermal synthesis of Fe3O4@Cu@Cu2O nanocomposite as magnetically recyclable mimetic peroxidase,Journal of Alloys and Compounds,2016,0
Fe-Ag2S,peroxidase,monoclinic,,,,,,,,0.0756,mM,2.09,10-8 M s-1,text,TMB + H2O2,0.01,mM,0.07,mM,0.25,M,240,μg/mL,4,55,10.1016/j.jallcom.2019.01.225,J.JALLCOM.2019.01.225,0,Fe-doped Ag2S with excellent peroxidase-like activity for colorimetric determination of H2O2,Journal of Alloys and Compounds,2019,1
Fe-Ag2S,peroxidase,monoclinic,,,,,,,,0.471,mM,3.74E+01,10-8 M s-1,text,H2O2 + TMB,0.01,mM,0.08,mM,1,mM,240,μg/mL,4,55,10.1016/j.jallcom.2019.01.225,J.JALLCOM.2019.01.225,0,Fe-doped Ag2S with excellent peroxidase-like activity for colorimetric determination of H2O2,Journal of Alloys and Compounds,2019,1
FeP,peroxidase,orthorhombic,150,nm,150,nm,150,nm,,0.0653,mM,9.54E+00,,si,TMB + H2O2,0.05,mM,0.9,mM,5,mM,10,μg/mL,4,40,10.1016/j.jcis.2015.08.032,J.JCIS.2015.08.032,0,Metalâ€“organic frameworks-derived synthesis of porous FeP nanocubes: An effective peroxidase mimetic,Journal of Colloid and Interface Science,2015,0
FeP,peroxidase,orthorhombic,150,nm,150,nm,150,nm,,2.907,mM,6.97E+00,,si,H2O2 + TMB,1,mM,20,mM,0.1,mM,10,μg/mL,4,40,10.1016/j.jcis.2015.08.032,J.JCIS.2015.08.032,0,Metalâ€“organic frameworks-derived synthesis of porous FeP nanocubes: An effective peroxidase mimetic,Journal of Colloid and Interface Science,2015,0
N-doped TiO2,peroxidase,tetragonal,,,,,,,,0.45,mM,1.15E+01,10-8 MS-1,text,TMB + H2O2,,,,,,,4.5,mg/mL,7.4,25,10.1016/j.jcis.2017.07.014,J.JCIS.2017.07.014,0,Biomimetic nitrogen doped titania nanoparticles as a colorimetric platform for hydrogen peroxide detection,Journal of Colloid and Interface Science,2017,0
N-doped TiO2,peroxidase,tetragonal,,,,,,,,0.75,mM,6.8,10-8 MS-1,text,H2O2 + TMB,,,,,,,4.5,mg/mL,7.4,25,10.1016/j.jcis.2017.07.014,J.JCIS.2017.07.014,0,Biomimetic nitrogen doped titania nanoparticles as a colorimetric platform for hydrogen peroxide detection,Journal of Colloid and Interface Science,2017,0
N-doped TiO2,peroxidase,tetragonal,,,,,,,Ionic Liquid,0.35,mM,7.1,10-8 MS-1,text,TMB + H2O2,,,,,,,,,7.4,25,10.1016/j.jcis.2017.07.014,J.JCIS.2017.07.014,0,Biomimetic nitrogen doped titania nanoparticles as a colorimetric platform for hydrogen peroxide detection,Journal of Colloid and Interface Science,2017,0
N-doped TiO2,peroxidase,tetragonal,,,,,,,Ionic Liquid,0.64,mM,8.5,10-8 MS-1,text,H2O2 + TMB,,,,,,,,,7.4,25,10.1016/j.jcis.2017.07.014,J.JCIS.2017.07.014,0,Biomimetic nitrogen doped titania nanoparticles as a colorimetric platform for hydrogen peroxide detection,Journal of Colloid and Interface Science,2017,0
Au/CeO2,peroxidase,,75,nm,75,nm,75,nm,,0.29,mM,0.000039,mMS-1,text,TMB + H2O2,0.05,mM,5,mM,2,M,40,μg/mL,4,,10.1016/j.jcis.2017.11.064,J.JCIS.2017.11.064,1,Gold core/ceria shell-based redox active nanozyme mimicking the biological multienzyme complex phenomenon,Journal of Colloid and Interface Science,2018,0
Au/CeO2,peroxidase,,75,nm,75,nm,75,nm,,44.69,mM,0.0000223,mMS-1,text,H2O2 + TMB,60,mM,3000,mM,1,mM,40,μg/mL,4,,10.1016/j.jcis.2017.11.064,J.JCIS.2017.11.064,1,Gold core/ceria shell-based redox active nanozyme mimicking the biological multienzyme complex phenomenon,Journal of Colloid and Interface Science,2018,0
MoO3-x,catalase,monoclinic,3–5,nm,3–5,nm,3–5,nm,,6.72,mM,0.0000196,MS-1,text,H2O2,0,mM,30,mM,,,10,μg/mL,9,,10.1016/j.jcis.2018.12.093,J.JCIS.2018.12.093,1,MoO3âˆ’x nanodots with dual enzyme mimic activities as multifunctional modulators for amyloid assembly and neurotoxicity,Journal of Colloid and Interface Science,2019,1
MnOx,oxidase,,30–100,nm,30–100,nm,30–100,nm,,61.2,μM,0.306,μM s–1,text,AR,,,,,,,50,μg mL−1,9,25,10.1016/j.jcis.2019.01.061,J.JCIS.2019.01.061,0,Mesoporous manganese oxide/manganese ferrite nanopopcorns with dual enzyme mimic activities: A cascade reaction for selective detection of ketoses,Journal of Colloid and Interface Science,2019,0
Fe3O4,oxidase,cubic,20–50,nm,20–50,nm,20–50,nm,,96.3,μM,0.0011,μM s–1,text,AR,,,,,,,50,μg mL−1,9,25,10.1016/j.jcis.2019.01.061,J.JCIS.2019.01.061,0,Mesoporous manganese oxide/manganese ferrite nanopopcorns with dual enzyme mimic activities: A cascade reaction for selective detection of ketoses,Journal of Colloid and Interface Science,2019,0
MnOx/MnFe2O4,oxidase,,75,nm,75,nm,75,nm,,34.2,μM,0.244,μM s–1,text,AR,,,,,,,50,μg mL−1,9,25,10.1016/j.jcis.2019.01.061,J.JCIS.2019.01.061,0,Mesoporous manganese oxide/manganese ferrite nanopopcorns with dual enzyme mimic activities: A cascade reaction for selective detection of ketoses,Journal of Colloid and Interface Science,2019,0
MnOx/MnFe2O4,oxidase,,51,nm,51,nm,51,nm,,40.1,μM,3.10E-01,μM s–1,text,AR,,,,,,,50,μg mL−1,9,25,10.1016/j.jcis.2019.01.061,J.JCIS.2019.01.061,0,Mesoporous manganese oxide/manganese ferrite nanopopcorns with dual enzyme mimic activities: A cascade reaction for selective detection of ketoses,Journal of Colloid and Interface Science,2019,0
MnOx/MnFe2O4,oxidase,,39,nm,39,nm,39,nm,,48.6,μM,6.25E-01,μM s–1,text,AR,,,,,,,50,μg mL−1,9,25,10.1016/j.jcis.2019.01.061,J.JCIS.2019.01.061,0,Mesoporous manganese oxide/manganese ferrite nanopopcorns with dual enzyme mimic activities: A cascade reaction for selective detection of ketoses,Journal of Colloid and Interface Science,2019,0
Au,peroxidase,cubic,13,nm,13,nm,13,nm,,1.831,mM,1.10E+00,10-8 M s-1,si,TMB + H2O2,0.05,mM,1,mM,10,mM,0.654,μM,4,60,10.1016/j.jcis.2021.06.170,J.JCIS.2021.06.170,1,Porous Au@Pt nanoparticles with superior peroxidase-like activity for colorimetric detection of spike protein of SARS-CoV-2,Journal of Colloid and Interface Science,2021,0
Au,peroxidase,cubic,13,nm,13,nm,13,nm,,3.133,mM,1.01E+00,10-8 M s-1,si,H2O2 + TMB,0.25,mM,10,mM,2,mM,0.654,μM,4,60,10.1016/j.jcis.2021.06.170,J.JCIS.2021.06.170,1,Porous Au@Pt nanoparticles with superior peroxidase-like activity for colorimetric detection of spike protein of SARS-CoV-2,Journal of Colloid and Interface Science,2021,#ERROR!
Au@Pt,peroxidase,cubic,25,nm,25,nm,25,nm,,0.158,mM,3.84E+01,10-8 M s-1,si,TMB + H2O2,0.05,mM,1,mM,10,mM,0.654,μM,4,60,10.1016/j.jcis.2021.06.170,J.JCIS.2021.06.170,1,Porous Au@Pt nanoparticles with superior peroxidase-like activity for colorimetric detection of spike protein of SARS-CoV-2,Journal of Colloid and Interface Science,2021,0
